epoch,train_loss,val_loss,val_acc,val_miou,lr
1,1.069950002270776,1.0557437300682069,0.3238324277351669,0.1483094102277661,0.000999874243353782
2,0.9274956712851653,0.7778892457485199,0.6383970806865793,0.38203806775314264,0.0009994970367373866
3,0.8003822693953643,0.7161130487918854,0.5903835716819841,0.3759550062252945,0.0009988685700857047
4,0.7214899191985259,0.6050569415092468,0.721292573320719,0.4776825559996354,0.0009979891598506218
5,0.670867528464343,0.5977135717868804,0.695372157555075,0.4573634147151253,0.0009968592488416746
6,0.6466553017899797,0.6816794216632843,0.7438453728966752,0.49709064915506235,0.0009954794060030834
7,0.6390481687880851,0.5438657581806183,0.7032625291424517,0.4658941463615732,0.0009938503261272714
8,0.6022434967595178,0.5240603506565094,0.7700898136572509,0.5474535400004592,0.0009919728295050155
9,0.5912411921733135,0.4738247275352478,0.7654154066427896,0.53758542698393,0.0009898478615124062
10,0.5785226443329373,0.4572687417268753,0.8049996462782133,0.605512824135779,0.000987476492134821
11,0.5448609977155119,0.4692019820213318,0.7751971339032302,0.5605302755590794,0.0009848599154281552
12,0.5394706017262226,0.4356918066740036,0.8073557237464523,0.5961322633332019,0.0009819994489175788
13,0.5354534081510596,0.4372987985610962,0.8124279357852412,0.6167602823879819,0.0009788965329341228
14,0.5400504622910474,0.4626773774623871,0.7604333408653197,0.536745486371393,0.0009755527298894293
15,0.5215869489553813,0.4253001302480698,0.7911817950483173,0.5754199576503469,0.0009719697234890296
16,0.5277563768464166,0.48157966136932373,0.7820247563015272,0.5619868623211256,0.0009681493178845487
17,0.519295446776055,0.4117373824119568,0.815592821876267,0.6215782121466787,0.0009640934367652599
18,0.4946257069304183,0.4004186689853668,0.8098647726888769,0.5927283561529209,0.0009598041223894496
19,0.4993696679940095,0.42648487687110903,0.8091032149614813,0.6101206133074901,0.0009552835345560785
20,0.5087226000992028,0.4109320670366287,0.7963638192238816,0.5850375753235675,0.0009505339495172582
21,0.49690292735357544,0.393841028213501,0.8117431937592918,0.6095725264832478,0.0009455577588320895
22,0.4917737962426366,0.40514796078205106,0.7862423606652926,0.5921424507012332,0.0009403574681624404
23,0.49291527835098475,0.40984172821044923,0.8306695531068388,0.6293785190735987,0.0009349356960112697
24,0.4878856426960713,0.379262238740921,0.8224477653230167,0.6249975984296727,0.0009292951724041319
25,0.4693956173755027,0.37890121042728425,0.8303139835197324,0.6386779570520649,0.0009234387375145277
26,0.4676254367506182,0.38489692509174345,0.8287459929128936,0.625054898088697,0.0009173693402337905
27,0.4613960183955528,0.3708395898342133,0.8414819570212191,0.6503741183421491,0.0009110900366862309
28,0.4638802707195282,0.3706366539001465,0.8244959200567644,0.6171631045462602,0.000904603988690286
29,0.4644421258488217,0.3644688487052917,0.8263368571766455,0.633415205192944,0.0008979144621664494
30,0.45923165856180964,0.38651471138000487,0.8177308588998513,0.6051305327141195,0.0008910248254927808
31,0.48497309475331696,0.3737211525440216,0.8300079085856197,0.6231238693029532,0.0008839385478088264
32,0.4676942825317383,0.37982038855552674,0.8262126585940668,0.6563208164544019,0.0008766591972688036
33,0.4556332093638343,0.35191824436187746,0.8411469772097581,0.64472049917856,0.0008691904392449266
34,0.44700312050613195,0.398590224981308,0.8478329789076227,0.6710408380002486,0.000861536034481782
35,0.4417633559252765,0.3642949819564819,0.830509058445398,0.6229007655072158,0.0008536998372026804
36,0.4376532193776724,0.36209951937198637,0.824242111476213,0.6312977552624204,0.0008456857931689388
37,0.4347432287963661,0.35309173464775084,0.8502631003767401,0.655041727919123,0.0008374979376930711
38,0.44349689580298757,0.3474156022071838,0.8456999573422084,0.6511223711131039,0.0008291403936068863
39,0.44345643149839864,0.37368762493133545,0.8417521318336938,0.6732223021940883,0.0008206173691855193
40,0.4423537995364215,0.345987606048584,0.8539473503598459,0.6692843910333406,0.0008119331560284373
41,0.44389310479164124,0.3453779011964798,0.8455714032301662,0.6628887759031359,0.0008030921268984896
42,0.43334400251105026,0.3909266233444214,0.8492313678368698,0.6624707137153899,0.0007940987335200902
43,0.42986967756941513,0.3425983488559723,0.8409231293924855,0.6514834961961515,0.0007849575043376416
44,0.4284691399819142,0.3634960353374481,0.8314113129730369,0.6408526318752664,0.000775673042235325
45,0.4274122094785845,0.3574136048555374,0.8548573920462225,0.6836905597120302,0.0007662500222194103
46,0.428027574274991,0.37362072467803953,0.8457365173925531,0.678558311325363,0.00075669318906425
47,0.44015106478252924,0.3393370121717453,0.8433304173283552,0.652855033920242,0.0007470073549231411
48,0.4317404208956538,0.338882976770401,0.855042832012772,0.6712784633518586,0.0007371973969052627
49,0.4195019852470707,0.34037264585495,0.8463304532284768,0.6524325370973233,0.0007272682546199035
50,0.4247849438641522,0.3400958627462387,0.8388153171036626,0.6405671976577348,0.0007172249276892202
51,0.41938146223893036,0.32772538661956785,0.8504811408213948,0.6744351201234153,0.0007070724732307769
52,0.42350656680158666,0.3326752930879593,0.8620052118529531,0.6795636598826894,0.0006968160033111347
53,0.411601633638949,0.33148479759693145,0.8608412296002839,0.6723961289770392,0.0006864606823717715
54,0.41077369129335556,0.34874015152454374,0.8589826063910664,0.6926536293980964,0.0006760117246286306
55,0.41925026919390707,0.34097634851932523,0.8609660881115692,0.6886788476601585,0.0006654743914466059
56,0.4195098047320907,0.377903538942337,0.856213809509731,0.6742394661552243,0.0006548539886902862
57,0.4234064922139451,0.34463646113872526,0.8404005978426139,0.6414045787853913,0.0006441558640522925
58,0.4213893888769923,0.36019507646560667,0.8302281927878767,0.6305067920993848,0.000633385404360554
59,0.41523990921072057,0.33350721895694735,0.8485779064316123,0.6778256958931019,0.0006225480328658779
60,0.40994621611930226,0.327440944314003,0.8640875508937018,0.6937638226702644,0.0006116492065111788
61,0.40711460725681203,0.3256883382797241,0.8597776884967563,0.6830358496610863,0.0006006944131837446
62,0.4017206462653908,0.32555605471134186,0.8420450081936748,0.6545907551482038,0.0005896891689519189
63,0.3980849457753671,0.32180831730365755,0.8471719943151101,0.6621145168790676,0.0005786390152875952
64,0.4090479225725741,0.3263839781284332,0.8595060618411272,0.6818330323544941,0.0005675495162759188
65,0.4106951879488455,0.3295820027589798,0.8668732419499257,0.6941063579501414,0.0005564262558136021
66,0.39811298653886124,0.3185580402612686,0.861208413932626,0.6933694011804402,0.0005452748347972648
67,0.39623727750133825,0.3246466815471649,0.8716589129443169,0.7081435126567245,0.0005341008683032136
68,0.39819940199723114,0.3210991621017456,0.8557979224388431,0.6827575922988014,0.0005229099827600821
69,0.395925662002048,0.35032297372817994,0.8702904847783485,0.7045967530837165,0.0005117078131157544
70,0.4003857527230237,0.3259141147136688,0.8479113784379646,0.6620479627238126,0.0005004999999999998
71,0.39635890158447057,0.3234571546316147,0.8631397612853088,0.698068592952764,0.0004892921868842453
72,0.40007977711187825,0.31937071681022644,0.856452439730031,0.6806688444326701,0.0004780900172399177
73,0.38779265091225906,0.31417207419872284,0.8703502743191648,0.7004682377927733,0.0004668991316967861
74,0.3957166454276523,0.3070955514907837,0.8613799953963374,0.6812326858410922,0.0004557251652027349
75,0.39181360360738393,0.31711200475692747,0.8639539813234897,0.6895100644672781,0.0004445737441863976
76,0.3858719862796165,0.3154926896095276,0.8710759319249223,0.7024643913186073,0.000433450483724081
77,0.3836682648272128,0.31472116708755493,0.867668060084133,0.7070616179249591,0.0004223609847124046
