epoch,train_loss,val_loss,val_acc,val_miou,lr
1,1.0346777777414065,1.0507748484611512,0.4674736978814705,0.1754740268175958,0.0009999845942435725
2,0.9309707010114515,0.9004451096057892,0.5988362025273686,0.29342263067279617,0.0009999383779245895
3,0.8588911472140132,0.8619009554386139,0.5952179454149209,0.3141690312957156,0.0009998613538938913
4,0.7932684888710847,0.7867942333221436,0.6318391051577916,0.3818676262985235,0.0009997535269026829
5,0.739712431624129,0.7474288582801819,0.6445749372803757,0.4025651610501777,0.000999614903602241
6,0.6968343112919781,0.7535607516765594,0.6166549375337883,0.4022803435720544,0.0009994454925435039
7,0.6722130292170757,0.7159122228622437,0.6692401686461008,0.4178658000222592,0.0009992453041765435
8,0.6354955241486833,0.6230847358703613,0.7307131875929179,0.480121363755946,0.0009990143508499213
9,0.6123235708958393,0.6024763584136963,0.7414170992279362,0.497688161482266,0.0009987526468099267
10,0.566163658290296,0.5654516518115997,0.7928910103983646,0.5536968212466392,0.0009984602081996973
11,0.5588777911018681,0.5982059597969055,0.7218653914380322,0.48220240015352334,0.000998137053058224
12,0.5416477548109518,0.5052841991186142,0.7836011939958103,0.5843265092513451,0.000997783201319238
13,0.5186281188114269,0.4734978169202805,0.8072919746333964,0.5892317831146718,0.000997398674809982
14,0.4912805541141613,0.48033390641212464,0.7942722411812407,0.6096290066106864,0.0009969834972498618
15,0.4755265205293088,0.46272942423820496,0.8075046036626571,0.5855660105914231,0.0009965376942489854
16,0.46359659449474233,0.4564691990613937,0.8016908957291526,0.6037192633749651,0.0009960612933065814
17,0.4516681134700775,0.437190979719162,0.810536448126436,0.5880783083415131,0.000995554323809304
18,0.45060956478118896,0.4213798135519028,0.8182954939012028,0.6443860581868082,0.00099501681702942
19,0.4721291814301465,0.5127623349428176,0.770315509274902,0.520212574869768,0.0009944488061228796
20,0.4540809997030207,0.46660931408405304,0.7686386304314772,0.5915777803453047,0.0009938503261272707
21,0.433764832245337,0.4212759524583817,0.8308169811798892,0.6534229284387052,0.000993221413959659
22,0.42763178574072347,0.4313878118991852,0.8368421302709825,0.6422873778191098,0.000992562108414309
23,0.42470145789352626,0.4749551326036453,0.8234197083220706,0.6066996904951119,0.0009918724501602927
24,0.4313302499216956,0.4341412514448166,0.8194626438116638,0.5892783573206278,0.0009911524817389796
25,0.42295461973628484,0.41244475841522216,0.8326230740640627,0.6379785631386108,0.000990402247561413
26,0.41396117532575455,0.4265268504619598,0.8217360982058386,0.6235748900444495,0.0009896217939055715
27,0.4071012187648464,0.40077761113643645,0.8455881654193135,0.6618727498109532,0.0009888111689135125
28,0.41441205788303065,0.3849492609500885,0.8347195355791324,0.6431278588744769,0.0009879704225884038
29,0.3936242364548348,0.4018767386674881,0.8321728707004324,0.6310770381033366,0.0009870996067914393
30,0.40013226625081655,0.39017868638038633,0.8621990989069469,0.6822525314498545,0.0009861987752386389
31,0.3952486732521573,0.3714722603559494,0.8500362168874173,0.6701090048383647,0.0009852679834975364
32,0.40572159918578893,0.36913671493530276,0.8552617963576159,0.6924747987002569,0.0009843072889837508
33,0.3984995403805295,0.36403452455997465,0.8464869883176781,0.6812611876321367,0.0009833167509574448
34,0.3897836764116545,0.40042926371097565,0.8125599215265576,0.6475094728165172,0.0009822964305196697
35,0.38298560638685486,0.3658123970031738,0.8560653255507501,0.6851041557773339,0.0009812463906085963
36,0.37684610002749674,0.3859364211559296,0.8583316527148939,0.6819161452628107,0.0009801666959956326
37,0.3774722975653571,0.4118974655866623,0.8644762489018787,0.6742654284271034,0.000979057413281428
38,0.3698879826713253,0.36208867132663725,0.861995576893837,0.6874566111558794,0.0009779186108917653
39,0.3651540835161467,0.3591501235961914,0.8598456611535342,0.696085549876839,0.0009767503590733405
40,0.3783611671344654,0.36154304444789886,0.8469160739626976,0.6814218005539432,0.0009755527298894287
41,0.37650437129510417,0.3974399983882904,0.8531753657588863,0.6554104215810679,0.000974325797215439
42,0.388346879868894,0.37455484867095945,0.8399309925750101,0.6760295414333267,0.0009730696367343584
43,0.3682979498360608,0.3737814396619797,0.8569052828084877,0.678228256795519,0.0009717843259320823
44,0.3640173689739124,0.4005611717700958,0.8457091963441006,0.6541537901059995,0.0009704699440926353
45,0.38307060905404994,0.3925138354301453,0.812024455374037,0.6272779127579462,0.0009691265722932805
46,0.36702315227405446,0.36183388233184816,0.8652026984220841,0.6883783117114611,0.0009677542933995185
47,0.3534350725444588,0.3502454787492752,0.8539722956649547,0.6804600724638494,0.0009663531920599752
48,0.35625849623937866,0.3455975532531738,0.8634330336025139,0.696775218264863,0.0009649233547011813
49,0.3628231850830284,0.3707513868808746,0.8371166606129207,0.677578986413941,0.00096346486952224
50,0.3651273347236015,0.38599621653556826,0.8647906389376943,0.6887224534235679,0.0009619778264893875
51,0.3545001737169317,0.3726550489664078,0.843248586168739,0.6789483612880327,0.0009604623173304426
52,0.378758402289571,0.45506503582000735,0.8288840499983106,0.6245204869772614,0.0009589184355291483
53,0.3586654405336122,0.34942710101604463,0.8592046064079605,0.6944725573734082,0.0009573462763194073
54,0.3635327791845476,0.3492406815290451,0.8629483819604,0.6915799906510036,0.0009557459366794046
55,0.347737197940414,0.3648635745048523,0.8497948149665495,0.6733723892983148,0.0009541175153256279
56,0.34722211070962855,0.436135396361351,0.795459188952899,0.6360130082844087,0.0009524611127067765
57,0.35338650442458486,0.35952624678611755,0.8626527338998513,0.6943748160975995,0.0009507768309975664
58,0.34717593885756826,0.36040485501289365,0.8584342056358968,0.6875239374364015,0.0009490647740924272
59,0.3506193676510373,0.35748833417892456,0.8660739363005135,0.6889397925132128,0.0009473250475990932
60,0.3429684888672184,0.36724684238433836,0.8781242344827004,0.7127369144802713,0.0009455577588320895
61,0.3453978582008465,0.3692651867866516,0.8693832147925395,0.7019340714902115,0.0009437630168061119
62,0.3471590836305876,0.3401844173669815,0.877004863410596,0.709602168771444,0.0009419409322293023
63,0.3431378449942615,0.35051926374435427,0.8615202962393567,0.6868335563341975,0.0009400916174964203
64,0.34330299255010244,0.3566489338874817,0.8750322045208812,0.6973207125703675,0.0009382151866819096
65,0.3340508494828198,0.37406072616577146,0.8775895602446276,0.706865940543478,0.000936311755532862
66,0.3332807107551678,0.35634600222110746,0.869341243326801,0.6944302606424602,0.0009343814414618764
67,0.3481975793838501,0.38275426030159,0.8498076175834572,0.6842415741693811,0.0009324243635398172
68,0.36186252816303355,0.3695082038640976,0.8673705642232058,0.6928562647160673,0.0009304406424884696
69,0.33457594223924586,0.36762032508850095,0.8441021379578322,0.6842088592231756,0.0009284304006730921
70,0.3339245512678817,0.35200859904289244,0.8657896390137181,0.7049721987372672,0.0009263937620948687
71,0.34182064960131775,0.3689361125230789,0.8637711810717664,0.6983715253481798,0.0009243308523832608
72,0.330040935729001,0.3352905809879303,0.88442272604406,0.7426485452124539,0.0009222417987882561
73,0.3276838289724814,0.3496480852365494,0.87051723628193,0.7029532898511673,0.000920126730172521
74,0.3242807033899668,0.34342876076698303,0.8778739895171644,0.721639166945249,0.0009179857770034506
