epoch,train_loss,val_loss,val_acc,val_miou,lr
1,1.3091388940811157,1.3215017318725586,0.03242087850765306,0.006484175701530611,0.0009984602081996976
2,1.2676687836647034,1.321479082107544,0.03242087850765306,0.006484175701530611,0.0009938503261272714
3,1.2372785806655884,1.3216845989227295,0.03242087850765306,0.006484175701530611,0.0009861987752386395
4,1.2051497101783752,1.3218516111373901,0.03242087850765306,0.006484175701530611,0.0009755527298894294
5,1.1802138090133667,1.322044849395752,0.03242087850765306,0.006484175701530611,0.0009619778264893878
6,1.157732605934143,1.3215566873550415,0.03242586096938776,0.006491820783155487,0.0009455577588320898
7,1.1351441144943237,1.3211146593093872,0.2105389030612245,0.058003462668523,0.0009263937620948692
8,1.1119397282600403,1.3194987773895264,0.24738171635841838,0.06728201036435215,0.0009046039886902864
9,1.0740800499916077,1.3179361820220947,0.24592185507015307,0.06688983633522384,0.0008803227798172156
10,1.0158933997154236,1.316041111946106,0.2595314492984694,0.07042176691523316,0.0008536998372026805
11,1.0079205632209778,1.3137614727020264,0.25782993861607145,0.07008094291892207,0.0008248993001409269
12,0.9579843282699585,1.3127199411392212,0.2447883450255102,0.06669309244444821,0.0007940987335200904
13,0.9591011703014374,1.3123292922973633,0.2835269850127551,0.09363943119300375,0.0007614880330756164
14,0.911684662103653,1.3057277202606201,0.2933947504783163,0.10066223340092606,0.0007272682546199036
15,0.900316059589386,1.2837002277374268,0.34752670599489793,0.1389369175709433,0.0006916503744663624
16,0.8953387439250946,1.2463951110839844,0.4660669443558674,0.2003684226508379,0.0006548539886902863
17,0.8596987128257751,1.184669852256775,0.5012854751275511,0.24066274141510807,0.0006171059592460248
18,0.8873665928840637,1.2737696170806885,0.48923539142219385,0.16622119269147861,0.0005786390152875953
19,0.8558824062347412,1.0452618598937988,0.5193194953762755,0.23176699810566265,0.0005396903183160585
20,0.829941987991333,0.9387223720550537,0.5354950573979592,0.25787459658194256,0.0005005
21,0.8145634531974792,0.8949840068817139,0.5794179488201531,0.2935031297668511,0.00046130968168394147
22,0.8041365444660187,0.8729814291000366,0.6219606983418368,0.3327223061433061,0.00042236098471240476
23,0.8124225735664368,0.8805770874023438,0.6427699497767857,0.3519864469155916,0.00038389404075397525
24,0.8118805289268494,0.79096519947052,0.6588807397959183,0.37524148673386326,0.0003461460113097137
25,0.7754870355129242,0.7274273633956909,0.6706667530293368,0.3890795162755675,0.00030934962553363763
26,0.777269184589386,0.728964626789093,0.684440768494898,0.4010050890975526,0.00027373174538009633
27,0.7857698798179626,0.7298212647438049,0.6951904296875,0.40829068412968794,0.0002395119669243835
28,0.7924496829509735,0.7101215124130249,0.7017249282525511,0.40842364569303846,0.00020690126647990968
29,0.7568233609199524,0.6908839344978333,0.7084811463647959,0.4084588072418702,0.00017610069985907328
30,0.7533749341964722,0.6792189478874207,0.7113535355548469,0.40832065654698885,0.0001473001627973195
31,0.7640447914600372,0.6686609983444214,0.7139294682716837,0.4090442579735565,0.0001206772201827845
32,0.7437042593955994,0.6614155769348145,0.7176463847257653,0.4130087439446152,9.639601130971376e-05
33,0.7363833487033844,0.6580009460449219,0.7214579679528061,0.4184790951366594,7.460623790513092e-05
34,0.755531907081604,0.6535505652427673,0.7255062181122449,0.4228323963951838,5.544224116791026e-05
35,0.741828203201294,0.6493459939956665,0.7304313815369898,0.4264229397770847,3.902217351061226e-05
36,0.7340666353702545,0.6466377973556519,0.7354163345025511,0.43011853821087326,2.54472701105708e-05
37,0.7400667667388916,0.6442055702209473,0.7390037069515306,0.4324802275706098,1.4801224761360556e-05
38,0.7445253729820251,0.6423351764678955,0.7418736049107143,0.4342258564392587,7.149673872728737e-06
39,0.7583411633968353,0.6400565505027771,0.7428177814094388,0.4347701439743835,2.539791800302582e-06
40,0.7290824353694916,0.6387515068054199,0.7440409757653061,0.4353122576934577,1e-06
